data,labels
"[ 1.6596843e-02 -9.3175210e-03 -2.3549967e-02 ...  6.3570392e-11
  3.2431585e-11  2.6685839e-11]",Telugu
"[ 0.          0.          0.         ... -0.00661466 -0.00381732
 -0.00019864]",Telugu
[0.         0.         0.         ... 0.00043841 0.00056211 0.00039431],Telugu
[0.         0.         0.         ... 0.22719948 0.22829667 0.22793114],Telugu
"[ 0.          0.          0.         ... -0.01385056 -0.0142713
 -0.01579492]",Telugu
"[ 0.          0.          0.         ... -0.282648   -0.25131997
 -0.21153039]",Telugu
"[ 0.          0.          0.         ... -0.11430203 -0.12123258
 -0.12833035]",Telugu
[0.         0.         0.         ... 0.06879592 0.08490185 0.10305639],Telugu
[0.         0.         0.         ... 0.0611694  0.04954403 0.05584493],Telugu
[0.         0.         0.         ... 0.31323153 0.32116634 0.32903165],Telugu
"[ 0.          0.          0.         ... -0.00185813 -0.00067583
 -0.00148314]",Telugu
"[ 0.          0.          0.         ... -0.20048863 -0.19977127
 -0.19878137]",Telugu
"[ 0.          0.          0.         ... -0.27379987 -0.2800431
 -0.28646877]",Telugu
[0.         0.         0.         ... 0.00077934 0.00099184 0.00130015],Telugu
[0.         0.         0.         ... 0.01947521 0.01821345 0.01702227],Telugu
[0.         0.         0.         ... 0.20726064 0.21189159 0.20951773],Telugu
[0.         0.         0.         ... 0.20490634 0.22446819 0.23659706],Telugu
"[ 0.          0.          0.         ... -0.00987551 -0.01095408
 -0.01235111]",Telugu
[0.         0.         0.         ... 0.90265614 0.7734789  0.5651584 ],Telugu
"[ 0.          0.          0.         ... -0.15641095 -0.16882285
 -0.1626598 ]",Telugu
"[ 0.          0.          0.         ... -0.08678756 -0.13437133
 -0.1750407 ]",Telugu
[0.         0.         0.         ... 0.00018261 0.00011691 0.00016942],Telugu
"[ 0.          0.          0.         ... -0.67735374 -0.7312479
 -0.7924058 ]",Telugu
"[ 0.          0.          0.         ... -0.19252278 -0.19473632
 -0.1941573 ]",Telugu
"[ 0.          0.          0.         ... -0.01034905 -0.02448017
 -0.040562  ]",Telugu
[0.         0.         0.         ... 0.00012408 0.00041639 0.00047586],Telugu
"[ 0.          0.          0.         ... -0.00199124 -0.09141263
 -0.12403011]",Telugu
[0.         0.         0.         ... 0.23355377 0.2098577  0.1496469 ],Telugu
[0.         0.         0.         ... 0.14312313 0.14329246 0.14432976],Telugu
"[ 0.          0.          0.         ... -0.29103497 -0.31206676
 -0.32623196]",Telugu
[0.         0.         0.         ... 0.00216222 0.00348011 0.00503043],Telugu
"[ 0.          0.          0.         ... -0.00963419 -0.01096424
 -0.01125221]",Telugu
[0.         0.         0.         ... 0.01004746 0.01090114 0.01151031],Telugu
"[ 0.          0.          0.         ... -0.2151111  -0.19656415
 -0.17245112]",Telugu
[0.         0.         0.         ... 0.14262223 0.14077708 0.13950348],Telugu
"[ 0.          0.          0.         ... -0.00069783 -0.00093167
 -0.00089816]",Urdu
"[ 0.          0.          0.         ... -0.216616   -0.22027028
 -0.21971215]",Urdu
[0.         0.         0.         ... 0.02093209 0.0154785  0.0130981 ],Urdu
"[ 0.          0.          0.         ... -0.01610882 -0.01708885
 -0.01801112]",Urdu
[0.         0.         0.         ... 0.01833589 0.03535879 0.04043855],Urdu
[0.         0.         0.         ... 0.00317152 0.00280913 0.0025327 ],Urdu
"[ 0.          0.          0.         ... -0.28678194 -0.2938302
 -0.29978895]",Urdu
"[ 0.          0.          0.         ... -0.03462714 -0.04426949
 -0.0533282 ]",Urdu
[0.         0.         0.         ... 0.27793378 0.2801728  0.302474  ],Urdu
"[ 0.          0.          0.         ... -0.02691379 -0.02841109
 -0.02732344]",Urdu
"[ 0.          0.          0.         ...  0.04886124 -0.26251048
 -0.0738712 ]",Urdu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.6798747e-03
 -6.6155050e-04 -3.2860207e-05]",Urdu
[0.         0.         0.         ... 0.00958296 0.00939599 0.00903868],Urdu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.5957233e-05
  2.6000023e-04  3.5980414e-04]",Urdu
"[ 0.          0.          0.         ... -0.0706863  -0.07188018
 -0.07421755]",Urdu
[0.         0.         0.         ... 0.00085804 0.00431596 0.00541525],Urdu
[0.         0.         0.         ... 0.00167418 0.00224689 0.00335268],Urdu
[0.        0.        0.        ... 0.7338574 0.7499758 0.7650844],Urdu
"[ 0.          0.          0.         ... -0.00622785 -0.00662739
 -0.00683958]",Urdu
"[ 0.          0.          0.         ... -0.02763668 -0.01685712
 -0.00685093]",Urdu
"[ 0.          0.          0.         ... -0.00367384 -0.00374628
 -0.00384801]",Urdu
"[ 0.          0.          0.         ... -0.18027833 -0.18749347
 -0.19268022]",Urdu
"[ 0.          0.          0.         ... -0.00174931  0.00049061
  0.0021344 ]",Urdu
[0.         0.         0.         ... 0.05455234 0.05606209 0.05685945],Urdu
[0.         0.         0.         ... 0.00486654 0.00554078 0.00609906],Urdu
[0.         0.         0.         ... 0.10441458 0.10119144 0.09551103],Urdu
"[ 0.          0.          0.         ... -0.33829367 -0.32942772
 -0.32057834]",Urdu
[0.         0.         0.         ... 0.00057322 0.00153645 0.0011885 ],Urdu
"[ 0.          0.          0.         ... -0.00256198  0.00169463
  0.00583938]",Urdu
[0.         0.         0.         ... 0.03570923 0.03009086 0.01841918],Urdu
"[ 0.          0.          0.         ... -0.14644028 -0.13403583
 -0.1202175 ]",Urdu
"[ 0.          0.          0.         ... -0.00248085 -0.00138916
 -0.00157154]",Urdu
[0.         0.         0.         ... 0.1066595  0.11316782 0.11800203],Urdu
"[ 0.          0.          0.         ... -0.01901404 -0.01439608
 -0.01209767]",Urdu
[0.         0.         0.         ... 0.04851338 0.04804357 0.04780024],Urdu
"[ 0.          0.          0.         ... -0.00188981 -0.00418622
 -0.00664389]",Urdu
"[ 0.          0.          0.         ... -0.02299766 -0.0225898
 -0.02502024]",Urdu
[0.         0.         0.         ... 0.05382234 0.05414447 0.05326588],Urdu
[0.         0.         0.         ... 0.00289183 0.00283158 0.00278689],Urdu
"[ 0.          0.          0.         ... -0.00393617 -0.00270855
 -0.00235889]",Urdu
[0.         0.         0.         ... 0.01112304 0.01020041 0.00935952],Urdu
"[ 0.          0.          0.         ...  0.0007523  -0.00270356
 -0.00472134]",Urdu
[0.         0.         0.         ... 0.50269544 0.5863007  0.6687713 ],Urdu
"[ 0.          0.          0.         ... -0.11951923 -0.1004495
 -0.08146289]",Urdu
[0.         0.         0.         ... 0.02311791 0.031861   0.03711761],Urdu
[0.         0.         0.         ... 0.02933566 0.02998629 0.03176338],Urdu
"[ 0.          0.          0.         ... -0.03250206 -0.02309131
 -0.00192117]",Urdu
[0.         0.         0.         ... 0.03986305 0.02279358 0.01863382],Urdu
"[ 0.          0.          0.         ... -0.23740305 -0.23442698
 -0.22517279]",Urdu
"[ 0.          0.          0.         ... -0.34965768 -0.35934016
 -0.37734863]",Urdu
"[ 0.          0.          0.         ... -0.3858008  -0.34608474
 -0.30743754]",Urdu
"[ 0.          0.          0.         ... -0.06616293 -0.08206666
 -0.07152071]",Urdu
"[ 0.          0.          0.         ... -0.11466272 -0.11413148
 -0.10704224]",Urdu
"[ 0.          0.          0.         ... -0.03426902 -0.03864098
 -0.04722634]",Urdu
"[ 0.          0.          0.         ...  0.00135746 -0.00189189
 -0.00412715]",Urdu
"[ 0.          0.          0.         ... -0.01641244 -0.01584665
 -0.01458121]",Urdu
[0.         0.         0.         ... 0.22869259 0.22907233 0.22866197],Urdu
[0.         0.         0.         ... 0.28026086 0.23961097 0.21486144],Urdu
"[ 0.          0.          0.         ... -0.11579017 -0.11185658
 -0.11895262]",Urdu
[0.         0.         0.         ... 0.00230908 0.00244317 0.00167558],Urdu
"[ 0.          0.          0.         ...  0.00736577 -0.00479414
 -0.01542452]",Urdu
"[ 0.          0.          0.         ... -0.11268494 -0.08866762
 -0.07588892]",Urdu
[0.         0.         0.         ... 0.41793624 0.42833742 0.44098744],Urdu
"[ 0.          0.          0.         ... -0.12961182 -0.14763731
 -0.17465575]",Urdu
"[ 0.          0.          0.         ... -0.08082741 -0.12035494
 -0.13200922]",Urdu
[0.         0.         0.         ... 0.03284676 0.03517371 0.0386333 ],Urdu
[0.         0.         0.         ... 0.22281606 0.25856942 0.38477755],Urdu
"[ 0.          0.          0.         ... -0.01200888 -0.01314546
 -0.01439893]",Urdu
[0.         0.         0.         ... 0.02402231 0.0230384  0.02186842],Urdu
"[ 0.          0.          0.         ... -0.09365909 -0.09295268
 -0.09203609]",Urdu
[0.         0.         0.         ... 0.01882544 0.01915064 0.01902027],Urdu
"[ 0.          0.          0.         ... -0.25024998 -0.25651082
 -0.2612482 ]",Urdu
[0.         0.         0.         ... 0.08135106 0.07876495 0.07483477],Urdu
[0.         0.         0.         ... 0.00296196 0.00276788 0.00335363],Urdu
[0.         0.         0.         ... 0.15267834 0.14333577 0.14528203],Urdu
"[ 0.          0.          0.         ... -0.01150232 -0.01295917
 -0.0080393 ]",Urdu
"[ 0.          0.          0.         ... -0.07471889 -0.07362533
 -0.07120243]",Urdu
"[ 0.          0.          0.         ... -0.3532392  -0.34808266
 -0.33922932]",Urdu
"[ 0.          0.          0.         ...  0.11615784 -0.28419718
 -0.29097068]",Urdu
[0.         0.         0.         ... 0.14833276 0.13497761 0.12147817],Urdu
"[ 0.          0.          0.         ... -0.00354577 -0.00389423
 -0.00422796]",Urdu
"[ 0.          0.          0.         ... -0.00086263 -0.00100921
 -0.00131403]",Urdu
[0.         0.         0.         ... 0.08075462 0.07971088 0.07882209],Urdu
[0.         0.         0.         ... 0.01692701 0.01802189 0.01732194],Urdu
"[ 0.          0.          0.         ... -0.09560899 -0.09171974
 -0.08331899]",Urdu
[0.         0.         0.         ... 0.00035084 0.00227636 0.00418326],Urdu
[0.         0.         0.         ... 0.00113215 0.00118684 0.00104876],Urdu
[0.         0.         0.         ... 0.00507062 0.00433055 0.00394735],Urdu
"[ 0.          0.          0.         ... -0.0071271  -0.00588617
 -0.00506837]",Urdu
"[ 0.          0.          0.         ... -0.0079166  -0.0068502
 -0.00531627]",Urdu
"[ 0.          0.          0.         ...  0.00032317 -0.00023072
 -0.00067696]",Urdu
[0.         0.         0.         ... 0.4587401  0.4567207  0.46281788],Urdu
"[ 0.          0.          0.         ... -0.07210724 -0.07128187
 -0.07073627]",Urdu
"[ 0.          0.          0.         ... -0.0008184  -0.00100097
 -0.00113626]",Urdu
[0.         0.         0.         ... 0.00978763 0.00784635 0.00649067],Urdu
"[ 0.          0.          0.         ... -0.04030276 -0.04365652
 -0.04754635]",Urdu
[0.         0.         0.         ... 0.00362786 0.00303305 0.01498181],Urdu
"[ 0.          0.          0.         ... -0.19067594 -0.15781973
 -0.11959788]",Urdu
[0.         0.         0.         ... 0.10493431 0.13898367 0.18467717],Urdu
"[ 0.          0.          0.         ... -0.33878353 -0.33126727
 -0.32056552]",Urdu
"[ 0.          0.          0.         ... -0.00374079 -0.00324402
 -0.00287074]",Urdu
"[ 0.          0.          0.         ... -0.05097998 -0.04923022
 -0.04460861]",Urdu
[0.         0.         0.         ... 0.0988902  0.09286243 0.08921573],Urdu
"[ 0.          0.          0.         ... -0.00248101 -0.0031718
 -0.00404141]",Urdu
"[ 0.          0.          0.         ... -0.1470361  -0.15565206
 -0.16430281]",Urdu
"[ 0.          0.          0.         ...  0.01406542 -0.00158414
 -0.01522582]",Urdu
[0.         0.         0.         ... 0.00059424 0.0006606  0.00078466],Urdu
[0.         0.         0.         ... 0.00803852 0.00796448 0.00799185],Urdu
"[ 0.          0.          0.         ... -0.00600697 -0.00644156
 -0.00635231]",Urdu
"[ 0.          0.          0.         ... -0.46913084 -0.48230043
 -0.48503664]",Urdu
"[ 0.          0.          0.         ... -0.00022008  0.00125604
  0.00283625]",Urdu
[0.         0.         0.         ... 0.01845411 0.02137477 0.02440787],Urdu
[0.         0.         0.         ... 0.17061155 0.17240989 0.1727292 ],Urdu
[0.         0.         0.         ... 0.4569323  0.43221635 0.40027118],Urdu
"[ 0.          0.          0.         ... -0.00490401 -0.00334458
  0.00051422]",Urdu
"[ 0.          0.          0.         ... -0.00329524 -0.002393
 -0.00342548]",Urdu
"[ 0.          0.          0.         ... -0.0446987  -0.04867018
 -0.05713731]",Urdu
"[ 0.          0.          0.         ... -0.03934724  0.01163632
  0.05437179]",Urdu
[0.         0.         0.         ... 0.00267236 0.00415414 0.00849988],Urdu
[0.         0.         0.         ... 0.29545516 0.29818967 0.29942143],Urdu
"[ 0.          0.          0.         ... -0.00807448 -0.00264485
  0.00139836]",Urdu
[0.         0.         0.         ... 0.14893275 0.14738984 0.14642902],Urdu
"[ 0.          0.          0.         ... -0.00122391 -0.00228313
 -0.00315063]",Urdu
"[ 0.          0.          0.         ... -0.1617245  -0.16371931
 -0.16364652]",Urdu
"[ 0.          0.          0.         ... -0.00157434 -0.00124562
 -0.0009688 ]",Urdu
[0.         0.         0.         ... 0.37211257 0.36299896 0.36438257],Urdu
"[ 0.          0.          0.         ... -0.01048747 -0.0114674
 -0.01226083]",Urdu
"[ 0.          0.          0.         ... -0.01151096 -0.01103095
 -0.01071709]",Urdu
[0.         0.         0.         ... 0.0406646  0.03905244 0.03779554],Urdu
"[ 0.          0.          0.         ... -0.0089403  -0.00865779
 -0.00834112]",Urdu
[0.         0.         0.         ... 0.02804827 0.02795646 0.0278917 ],Urdu
[0.         0.         0.         ... 0.05114606 0.04390766 0.03391104],Urdu
[0.         0.         0.         ... 0.02340228 0.02791901 0.02560241],Urdu
"[ 0.          0.          0.         ... -0.00302486 -0.00279651
 -0.00292209]",Urdu
[0.         0.         0.         ... 0.03201984 0.04553701 0.0651117 ],Urdu
[0.         0.         0.         ... 0.01673166 0.02624072 0.03274916],Urdu
"[ 0.          0.          0.         ... -0.00335716 -0.00318815
 -0.00304335]",Urdu
"[ 0.          0.          0.         ... -0.35866076 -0.3655954
 -0.3678539 ]",Urdu
"[ 0.          0.          0.         ... -0.01241178 -0.01223768
 -0.01199037]",Urdu
[0.         0.         0.         ... 0.08453866 0.08762404 0.08908813],Urdu
[0.         0.         0.         ... 0.2031942  0.20467652 0.20762354],Urdu
"[ 0.          0.          0.         ... -0.00172848 -0.00172498
 -0.00141271]",Urdu
[0.         0.         0.         ... 0.05894216 0.04400968 0.01259674],Urdu
"[ 0.          0.          0.         ... -0.00425979 -0.00294027
 -0.00168804]",Urdu
[0.         0.         0.         ... 0.19581361 0.20019464 0.19546703],Urdu
[0.         0.         0.         ... 0.01975932 0.01571663 0.00902543],Urdu
[0.         0.         0.         ... 0.11977117 0.11953835 0.11539138],Urdu
[0.         0.         0.         ... 0.50374216 0.49448034 0.4734106 ],Urdu
"[ 0.          0.          0.         ... -0.21874814 -0.23158646
 -0.24018316]",Urdu
"[ 0.          0.          0.         ... -0.25601962 -0.2658504
 -0.265046  ]",Urdu
